Jur	G-Key	Company short name	Domicile	CH-VN	ISIN	Sec.type	Princ.floor	Product name	Security prefix	Security suffix	Maturity	EUZS	
XS	GK000513450	BBVA Glob Mrkt	730	CH128889696	XS2696260624	6		Single CLN Credit Linked Notes due 2031	Structured notes	2024-09.01.31 on 0.375 BAYR 24 BDS	19.01.2031	   	
XS	GK000513450	BBVA Glob Mrkt	730	CH128889698	XS2696261861	6		Single CLN Credit Linked Notes due 2029	9.2 % Structured Note	2024-09.01.29 On 3.75 AMER25NTS	09.01.2029	   	
XS	GK000562832	Goldman Sachs	402	CH129157375	XS2684449049	6		5yNC1y USD Denominated Callable Range Accrual No	Structured Note	2024-18.02.29te	18.02.2029	   	
XS	GK000607359	SG Issuer	576	CH129229362	XS2746276208	6		5Y Range Accrual CLN	9.16 % Structured Note	2024-28.12.28 on USD SOFR CMS 10 Years	28.12.2028	   	
XS	GK000738468	Gldn Sac Fin Co	411	CH129579377	XS2653961941	6		Athena Airbag BNP 4.60 EUR Mensuel Fevrier 2024T	Reverse Convertible	2024-21.02.34 (07.02.34) on BNP Paribas SA	21.02.2034	   	
XS	GK000645042	Nomura Int'l Fd	846	CH129802671	XS2723598657	6		Callable USD Credit Linked Securities linked	5 % Structure Note	2024-10.01.29 on e	10.01.2029	   	
XS	GK000645042	Nomura Int'l Fd	846	CH129802675	XS2767325876	6		USD Credit Linked Securities linked to the credi	5.35 % (p.a.) Structured Note	2024-10.01.26 on 3.25 BHP Bill27EMTN	10.01.2026	   	
XS	GK000645042	Nomura Int'l Fd	846	CH129802677	XS2767326411	6		Callable USD Zero Coupon Credit Linked Securitie	Structured Note	2024-10.01.34 on 4.346 Ford 26 Nts	10.01.2034	   	
XS	GK000645042	Nomura Int'l Fd	846	CH129802678	XS2767325520	6		Callable USD Credit Linked Securities linked to	6.56 % (p.a.) Structured Note	2024-10.01.29 on 1 Renault 25 EMTN	10.01.2029	   	
XS	GK000645042	Nomura Int'l Fd	846	CH129802679	XS2767325108	6		Callable USD Credit Linked Securities linked to	Structured Note	2024-10.01.29 on 2 Stellanti 25 EMTN	10.01.2029	   	
XS	GK000645042	Nomura Int'l Fd	846	CH129802685	XS2767324556	6		EUR Credit Linked Securities linked to the credi	6.1 % Structured Note	2024-20.12.28 on 11.875 TURKEY 30 SR	20.12.2028	   	
XS	GK000645042	Nomura Int'l Fd	846	CH129802686	XS2767326171	6		EUR Credit Linked Securities linked to the credi	5.3 % Structured Note	2024-20.12.26 on 11.875 TURKEY 30 SR	20.12.2026	   	
XS	GK000645042	Nomura Int'l Fd	846	CH129802691	XS2767323749	6		Callable USD Credit Linked Securities linked to	5.25 Structured Note	2024-10.01.29 on 8.875 PANAMA 27	10.01.2029	   	
XS	GK000645042	Nomura Int'l Fd	846	CH129802692	XS2767325959	6		USD Credit Linked Securities linked to the credi	Structured notes	2024-10.01.28 on UNITED AIRLINES RG	10.01.2028	   	
XS	GK000141097	BNP Paribas Iss	730	CH129961537	XS2716246462	6		5 Years EUR Credit Linked Certificates with prin	20.6 % Structured Note	2024-27.12.28 on ITRAXX EUROPE SERIES 40 VERSION 1	27.12.2028	   	
XS	GK000141097	BNP Paribas Iss	730	CH129961757	XS2716266494	6		5 Years EUR Credit Linked Certificates with prin	4.6 % Structured Note	2024-08.01.29 on ITRAXX EUROPE	08.01.2029	   	
XS	GK000141097	BNP Paribas Iss	730	CH129961803	XS2716266817	6		5 Years USD Credit Linked Certificates with prin	41.25 % Structured Note	2024-27.12.28 on JAGUAR LAND ROVER AUTOMOTIVE	27.12.2028	   	
XS	GK000141097	BNP Paribas Iss	730	CH129961841	XS2716267385	6		5 Years USD Credit Linked Certificates with prin	5.22 % Structured Note	2024-08.01.29 (Exp.10.12.28) on JPMORGAN CHASE & CO	08.01.2029	   	
XS	GK000141097	BNP Paribas Iss	730	CH129961857	XS2717650456	6		3 Months USD Stock Basket Bonus Coupon Certifica	Protection Participation	2024-28.05.24 (Exp.23.05.24) on Equities	28.05.2024	   	
XS	GK000141097	BNP Paribas Iss	730	CH129961858	XS2717650613	6		7 Years EUR Credit Linked Certificates with prin	3.45 % Structured Note	2024-08.01.31 On AXA e	08.01.2031	   	
XS	GK000141097	BNP Paribas Iss	730	CH129961859	XS2717635655	6		Prestinvest Financial Credit TR Certificate in U	Structured notes	2024-open end  on Prestinvest Financial Credit	          	   	
XS	GK000141097	BNP Paribas Iss	730	CH129962007	XS2716253328	6		35 Months EUR Credit Linked Certificates with pr	11.85 % Structured Note	2024-07.01.27 on UBSG 26 FTFN -S	07.01.2027	   	
XS	GK000141097	BNP Paribas Iss	730	CH129962310	XS2716260455	6		30M Dropback Certificate on Russell 2000 Index i	3 % (pro rata) Underlying Tracker	2024-17.08.26 (Exp.10.08.26) on Russell	17.08.2026	   	
XS	GK000141097	BNP Paribas Iss	730	CH129962365	XS2716263806	6		6 Months JPY Single Stock Fixed Coupon Periodic	5.02 % Reverse Convertible	2024-20.08.24 (Exp.16.08.24) on PAN PACIFIC H	20.08.2024	   	
XS	GK000141097	BNP Paribas Iss	730	CH129962375	XS2716263988	6		6 Months JPY Single Stock Fixed Coupon Periodic	5.77 % Reverse Convertible	2024-20.08.24 (Exp.16.08.24) on S'TOMO MITSUI FI	20.08.2024	   	
XS	GK000141097	BNP Paribas Iss	730	CH129962388	XS2716264010	6		6 Months JPY Single Stock Fixed Coupon Periodic	3.07 % Reverse Convertible	2024-20.08.24 (Exp.16.08.24) on  S'TOMO MITSUI FI	20.08.2024	   	
XS	GK000141097	BNP Paribas Iss	730	CH129962592	XS2716250142	6		5 Years USD Credit Linked Certificates with prin	5.44 % Structured Note	2024-08.01.29 On 3.5 BAC 26 L MTN	08.01.2029	   	
XS	GK000141097	BNP Paribas Iss	730	CH129962705	XS2716245571	6		5 Years USD Credit Linked Certificates with prin	5.45 % Structured Note	2024-08.01.29 On UBSG 26 FTFN	08.01.2029	   	
XS	GK000141097	BNP Paribas Iss	730	CH129962790	XS2717645373	6		5 Years EUR Credit Linked Certificates with prin	4.1 % Structured Note	2024-08.01.29 On DBK 20 FRB	08.01.2029	   	
XS	GK000141097	BNP Paribas Iss	730	CH129962799	XS2717645456	6		7 Years EUR Credit Linked Certificates with prin	Underlying tracker	2024-08.01.31 on Reference entities	08.01.2031	   	
XS	GK000141097	BNP Paribas Iss	730	CH129962825	XS2717645613	6		5 Years USD Credit Linked Certificates with prin	6.69 % Structured Note	2024-08.01.29 On ITRAXX EUROPE	08.01.2029	   	
XS	GK000141097	BNP Paribas Iss	730	CH129963256	XS2717636547	6		5 Years USD Credit Linked Certificates with prin	6.23 % Structured Note	2024-08.01.29 on 4.25 Brazil 25	08.01.2029	   	
XS	GK000141097	BNP Paribas Iss	730	CH129963875	XS2716250225	6		5 Years USD Credit Linked Certificates with prin	5.43 % Structured Note	2024-08.01.29 On MORGAN STANLEY	08.01.2029	   	
XS	GK000286585	Santander Intl	510	CH130001771	XS2768920618	6		5Y USD Autocallable Phoenix Index Linked Notes	Reverse Convertible	2024-26.02.29 (Exp.12.02.29) on ESTX50 EUR P	26.02.2029	   	
XS	GK000939943	Pallad Sec 2	576	CH130094890	XS2767290120	6		Fixed Rate Credit-linked Notes due 2033	Structured Note	2024-21.01.33 on	21.01.2033	   	
XS	GK000602519	RBC Toronto	184	CH130259928	XS2729235668	6		USD Reverse Convertible Notes linked to Schlumbe	11.21 % Reverse Convertible	2024-18.02.25 (Exp.10.02.25) on Schlumberger NV	18.02.2025	   	
XS	GK000602519	RBC Toronto	184	CH130259929	XS2729235742	6		USD Reverse Convertible Notes linked to Ford Mot	12.31 % Reverse Convertible	2024-18.02.25 (Exp.10.02.25) on Ford Motor Co	18.02.2025	   	
XS	GK000602519	RBC Toronto	184	CH130259930	XS2729235825	6		Convertible Notes linked to Advanced Micro Devic	9.6 % Reverse Convertible	2024-18.02.25 (Exp.10.02.25) on Advanced Micro D	18.02.2025	   	
XS	GK000602519	RBC Toronto	184	CH130259931	XS2729236047	6		USD Reverse Convertible Notes linked to NVIDIA C	Reverse Convertible	2024-18.02.25 (Exp.10.02.25) on NVIDIA	18.02.2025	   	
XS	GK000602519	RBC Toronto	184	CH130259932	XS2729236120	6		GBP Capped Bonus Notes linked to the performance	Structured Note	2024-19.08.25 (Exp.12.08.25) on FTSE 100 Index	19.08.2025	   	
XS	GK000423627	CA CIB FS	369	CH130358554	XS2706965386	6		Reverse Convertible linked to AXA SA ENGIE SA, I	4.5 % Underlying Tracker	2024-24.02.25 (Exp.10.02.25) on Equities	24.02.2025	   	
XS	GK000822001	Cred Ag CIB Fin	576	CH130358570	XS2700521425	6		Climber Reload Autocall linked to: DIAGEO PLC, R	Reverse Convertible	2024-20.02.26 (Exp.06.02.26) on Equities	20.02.2026	   	
XS	GK000822001	Cred Ag CIB Fin	576	CH130358575	XS2700522076	6		Climber Reload Autocall linked to: COMPAGNIE DE	Structured Note	2024-23.02.27 (Exp.08.02.27) on Equities	23.02.2027	   	
XS	GK000822001	Cred Ag CIB Fin	576	CH130358576	XS2700522159	6		Climber Reload Autocall linked to: THALES SA, SI	Reverse Convertible	2024-23.02.27 (Exp.08.02.27) on Equities	23.02.2027	   	
XS	GK000822001	Cred Ag CIB Fin	576	CH130358578	XS2700522316	6		Climber Reload Autocall linked to: LVMH MOET HEN	Reverse Convertible	2024-25.08.25 (Exp.11.08.25) on Equities	25.08.2025	   	
XS	GK000822001	Cred Ag CIB Fin	576	CH130358579	XS2700522407	6		NOT FOR DISTRIBUTION TO US INVESTORS EXEMPT OFFE	Reverse Convertible	2024-23.05.24 (Exp.09.05.24) on Equities	23.05.2024	   	
XS	GK000423627	CA CIB FS	369	CH130358608	XS2706971608	6		Uncapped Bonus Note APPLE INC TESLA INC.	Underlying Tracker	2024-22.08.24 (Exp.08.08.24) on Equities	22.08.2024	   	
XS	GK000423627	CA CIB FS	369	CH130358611	XS2706971947	6		Climber Reload Autocall linked to: AMAZON.COM IN	Structured Note	2024-23.02.2027 (Exp.08.02.27) on Equities	23.02.2027	   	
XS	GK000197171	BNP Paribas	470	CH130625016	XS2707452707	6		18 Months USD Single Index Bull Bear Notes with	Protection Participation	2024-26.08.25 (22.08.25) on EURO STOXX 50	26.08.2025	   	
XS	GK000197171	BNP Paribas	470	CH130625032	XS2707874108	6		12 Months USD Stock Basket Fixed Coupon Periodic	11.45 % Reverse Convertible	2024-27.02.25 (Exp.25.02.25) on Equities	27.02.2025	   	
XS	GK000197171	BNP Paribas	470	CH130625034	XS2707874520	6		12 Months AUD Stock Basket Fixed Coupon Periodic	8 % Reverse Convertible	2024-03.03.25 (Exp.27.02.25) on Equities	03.03.2025	   	
XS	GK000197171	BNP Paribas	470	CH130625035	XS2707874793	6		12 Months USD Stock Basket Fixed Coupon Daily Ca	11.73 % Reverse Convertible	2024-03.03.25 (Exp.27.02.25) on Equities	03.03.2025	   	
XS	GK000197171	BNP Paribas	470	CH130625038	XS2707875170	6		12 Months USD Stock Basket Fixed Coupon Daily Ca	12.9 % Reverse Convertible	2024-03.03.25 (Exp.27.02.25) on Equities	03.03.2025	   	
XS	GK000197171	BNP Paribas	470	CH130625039	XS2707874280	6		4 Months USD Stock Basket Fixed Coupon Daily Cal	18 % Reverse Convertible	2024-01.07.24 (Exp.27.06.24) on Equities	01.07.2024	   	
XS	GK000562832	Goldman Sachs	402	CH130765176	XS2752275284	6		8-month USD Denominated Lookback Worst of Bonus	Underlying Tracker	2024-04.11.24 (Exp.28.10.24) on Equities	04.11.2024	   	
XS	GK000607359	SG Issuer	576	CH131108643	XS2746294441	6		6 MONTHS Bearish SHARKFIN EQUITY LINKED NOTE	Protection Participation	2024-27.08.24 (Exp.23.08.24) on S&P 500	27.08.2024	   	
XS	GK000607359	SG Issuer	576	CH131108645	XS2746295505	6		12 MONTHS BOOSTER EQUITY LINKED NOTE WITH MINIMU	Reverse convertible	2024-26.02.25 (Exp.23.02.25) on Equities	26.02.2025	   	
XS	GK000607359	SG Issuer	576	CH131108660	XS2746304265	6		9 MONTHS ENHANCED BONUS EQUITY LINKED NOTE	Protection Participation	2024-02.12.24 (Exp.28.11.24) on Equities	02.12.2024	   	
XS	GK000399748	Marex Fin	402	CH131365635	XS2675515295	6		Spread Certificates Linked to the spread between	Underlying Tracker	2024-05.07.24 (Exp.28.06.24) on Equities	05.07.2024	   	
CH	GK000063931	Bk Vontobel	001	CH131586017	CH1315860176	6	100.0	Credit Linked Note in EUR auf Norway	2.9103 % Structured Note	2024-23.03.26 auf 2.125 NOR 32 -Unty	23.03.2026	   	
CH	GK000063931	Bk Vontobel	001	CH131586018	CH1315860184	6	100.0	Credit Linked Note in EUR auf Bundesrepublik Deu	2.9807 % Structured Note	2024-23.03.26 auf 5.5 BRD 31	23.03.2026	   	
CH	GK000063931	Bk Vontobel	001	CH131586019	CH1315860192	6	100.0	Credit Linked Note in EUR auf Nestle Holdings	3.2815 % Structured Note	2024-24.03.25 auf 1.125 Nestl26 Nts-S	24.03.2025	   	
CH	GK000063931	Bk Vontobel	001	CH131586020	CH1315860200	6	100.0	Credit Linked Note in EUR auf BMW Finance	3.3341 % Structured Note	2024-24.03.25 auf 1 BMWF 25 Bds	24.03.2025	   	
CH	GK000063931	Bk Vontobel	001	CH131586021	CH1315860218	6	100.0	Credit Linked Note in EUR auf Holcim	3.3348 % Structured Note	2024-24.03.25 auf 1 LafargeHo 24 EMTN	24.03.2025	   	
CH	GK000063931	Bk Vontobel	001	CH131586066	CH1315860663	6	100.0	Credit Linked Note in CHF auf Holcim	1.92 % Structured Note	2024-21.02.28 auf 1 LafargeHo 24 EMTN	21.02.2028	   	
CH	GK000063931	Bk Vontobel	001	CH131586067	CH1315860671	6	100.0	Credit Linked Note in CHF auf Adecco Group	1.7523 % Structured Note	2024-22.02.27 auf 0.875 Adecco 25 Nts	22.02.2027	   	
XS	GK000365893	HSBC BANK	402	CH131952609	XS2761373443	6		(14.25% p.a.) EUR 5 Years Autocallable Plus (Rec	60 % Reverse Convertible	2024-13.02.29 (Exp.30.01.29) on Shares	13.02.2029	   	
XS	GK000365893	HSBC BANK	402	CH131952694	XS2764470840	6		(11.08% p.a.) EUR 18 Months Callable Reverse (1/	2.77 % Reverse Convertible	2024-11.08.25 (Exp.04.08.25) on Shares	11.08.2025	   	
XS	GK000365893	HSBC BANK	402	CH131952832	XS2767506822	6		(14.52% p.a.) USD 18 Months Callable Reverse (KI	1.21 % (14.52 % p.a.) Reverse Convertible	2024-15.08.25 (Exp.08.08.25) on Equitiese	15.08.2025	   	
XS	GK000365893	HSBC BANK	402	CH131952837	XS2767872414	6		(14.00% p.a.) USD 30 Months Autocallable Plus (R	Reverse Convertible	2024-17.08.26 (Exp.10.08.26) on Equities	17.08.2026	   	
XS	GK000365893	HSBC BANK	402	CH131952847	XS2767867844	6		EUR 6 Months Maxi Daily Autocallable Fixed Coupo	14.86 % (Pro Rata) Reverse Convertible	2024-30.08.24 (Exp.23.08.24) on Equities	30.08.2024	   	
XS	GK000365893	HSBC BANK	402	CH131952848	XS2767867760	6		EUR 6 Months Maxi Daily Autocallable Fixed Coupo	15.21 % (Pro rata) Reverse Convertible	2024-30.08.24 (Exp.24.08.24) On Equities	30.08.2024	   	
XS	GK000365893	HSBC BANK	402	CH131952870	XS2768185626	6		(8.30% p.a.) USD 24 Months Autocallable Reverse	2.075 % (pro rata) Reverse Convertible	2024-24.02.26 (Exp.09.02.26) on AMAZON	24.02.2026	   	
XS	GK000365893	HSBC BANK	402	CH131952886	XS2770018294	6		EUR 18 Months Maxi Autocallable Fixed Coupon Not	10.11 % (Pro rata) Reverse Convertible	2024-03.09.25 (Exp.26.08.25) On Equities	03.09.2025	   	
XS	GK000141097	BNP Paribas Iss	730	CH131955401	XS2717651264	6		5 Years EUR Credit Linked Certificates with prin	Structured notes	2024-08.01.29 On 6.625 PEMEX 35 MTN	08.01.2029	   	
XS	GK000141097	BNP Paribas Iss	730	CH131955420	XS2717643089	6		4 Months SGD Single Stock Fixed Coupon Periodic	20 % (pro rata) Reverse Convertible	2024-24.06.24 (Exp.20.06.24) on SEA SP ADR-A	24.06.2024	   	
XS	GK000141097	BNP Paribas Iss	730	CH131955689	XS2695106927	6		Broadgate AdaptiveAI Allocator All-Equity US Cer	Reverse Convertible	2024- on Open ended	          	   	
XS	GK000141097	BNP Paribas Iss	730	CH131955792	XS2699924507	6		12 Months USD Outperformance Digital Certificate	Underlying Tracker	2024-29.01.25 (Exp.27.01.25) on Equities	29.01.2025	   	
XS	GK000044994	NATIXIS	369	CH132062616	XS2697042252	6		EMTN Periodic Callable Fixed Coupon Note	2.02 % (pro rata) Reverse Convertible	2024-03.03.25 (Exp.24.02.25) on Equities	03.03.2025	   	
XS	GK000006108	UBS London	402	CH132180863	XS2759995470	6		USD Capital Return Dispersion Note (the "Note")	Underlying Tracker	2024-17.02.26 (Exp.09.02.26) on Equities	17.02.2026	   	
XS	GK000562832	Goldman Sachs	402	CH132203976	XS2692184018	6		12-Month SGD Denominated Step-Down Memory Autoca	11.50 % Reverse Convertible	2024-27.02.25 (Exp.20.02.25) on Equities	27.02.2025	   	
XS	GK000562832	Goldman Sachs	402	CH132204898	XS2691741370	6		5-Year USD Call Certificates on the Goldman Sach	Protection Participation	2024-21.02.29 (Exp.14.02.29) on GS MM.BI.MLAS5S EUR	21.02.2029	   	
XS	GK000801926	Marex Grp	402	CH132207344	XS2697165921	6		EUR Market Recovery Credit Linked Notes on Bomba	4.85 % Structured Note	2024-10.02.29 (Exp.20.12.28) on Bombardier Inc	10.02.2029	   	
XS	GK000801926	Marex Grp	402	CH132207346	XS2697166143	6		EUR Market Recovery Credit Linked Notes on Renau	3.99 % Structured Note	2024-10.02.29 (Exp.20.12.28) on Renault SA	10.02.2029	   	
XS	GK000801926	Marex Grp	402	CH132207350	XS2697166655	6		73 Monfhs CHF Worst of Memory Phoenix Autocall N	Reverse Convertible	2024-20.03.30 (Exp.13.03.30) on Indices	20.03.2030	   	
XS	GK000801926	Marex Grp	402	CH132207354	XS2697167034	6		USD Market Recovery Credit Linked Notes on Petro	6 % Structured Note	2024-10.01.25 (Exp.20.12.24) on Petroleos Mexica	10.01.2025	   	
XS	GK000801926	Marex Grp	402	CH132207355	XS2697167208	6		USD Market Recovery Credit Linked Notes on Jagua	4.63 % Structured Note	2024-10.01.25 (Exp.20.12.24) on Jaguar Land Rove	10.01.2025	   	
XS	GK000610990	Merrill Lynch	730	CH132349818	XS2733633270	6		Autocallable Certificates with Levered Put and M	Reverse Convertible	2024-27.02.29 (Exp.12.02.29) on ESTX50 EUR P	27.02.2029	   	
XS	GK000360488	Barclays Bank	402	CH132350087	XS2706672016	6		CALLABLE CREDIT LINKED NOTES DUE 2030	Structured Note	2024-20.12.30 on 5.5 VSTR26 NTS-144A	20.12.2030	   	
XS	GK000360488	Barclays Bank	402	CH132350088	XS2706672107	6		CALLABLE CREDIT LINKED NOTES DUE 2027	Strcutured Note	2024-20.12.27 on 5.5 VSTR26 NTS-144A	20.12.2027	   	
XS	GK000360488	Barclays Bank	402	CH132350094	XS2706673253	6		4-Year USD Floored Floater Notes	Structured Note	2024-22.02.28 e	22.02.2028	   	
XS	GK000610990	Merrill Lynch	730	CH132389465	XS2664317836	6			3.95 % Reverse Convertible	2023-12.12.28 on Mizuho Fin Group	12.12.2028	   	
XS	GK000299606	Deutsche Bank	044	CH132392410	XS0461547894	6		DBAG 20yNC1y USDJPY PRDC	Structured Note	2024-22.02.44 on	22.02.2044	   	
XS	GK000299606	Deutsche Bank	044	CH132392418	XS0461550096	6	4.0	Single Name Credit-Linked Note due December 2028	4 % Structured Note	2024-22.12.28 (Exp.20.12.28) auf 5.2 General 45 SrN	22.12.2028	   	
XS	GK000299606	Deutsche Bank	044	CH132392423	XS0461551656	6		Credit-Linked Note due December 2028	Structured Note	2024-20.12.28 on Equities	20.12.2028	   	
XS	GK000299606	Deutsche Bank	044	CH132392424	XS0461551813	6		Autocallable Note in EUR with a 10-year maturity	Structured Note	2024-20.02.34 on	20.02.2034	   	
XS	GK000299606	Deutsche Bank	044	CH132392426	XS0461552381	6		Tracker Certificate on DB Foresight Al X-Asset 5	5 % Structured Note	2024-25.02.25 (Exp.20.02.25) on DB Foresight Al X-Asset	25.02.2025	   	
XS	GK000299606	Deutsche Bank	044	CH132392428	XS0461552977	6		Credit-linked Certificates referencing Intesa Sa	3.2 % (pro rata) Structured Note	2024-23.12.25 on Bank AGred Note	23.12.2025	   	
XS	GK000299606	Deutsche Bank	044	CH132392431	XS0461553785	6		Credit-linked Certificates referencing UniCredit	4.90 % Structured Note	2024-22.12.28 (Exp.20.12.28) on UniCredit SpA	22.12.2028	   	
XS	GK000299606	Deutsche Bank	044	CH132392432	XS0461553942	6		Drop-back Certificate: EURO STOXX 50 Price Index	5.4 % Reverse Convertible	2024-20.03.27 (Exp.18.03.27) on ESTX50 EUR P	20.03.2027	   	
XS	GK000299606	Deutsche Bank	044	CH132392438	XS0461555723	6		Single Name Credit-Linked Note due December 2030	7 % Structured Note	2024-27.12.30 (Exp.20.12.30) auf 4.25 Volvo 28EMTN-S	22.12.2030	   	
XS	GK000299606	Deutsche Bank	044	CH132392439	XS0461556028	6	4.07	Single Name Credit-Linked Note due December 2026	4.07 % Structured Note	2024-22.12.26 (Exp.20.12.26) auf 0.125 Alstom 27 Bds	22.12.2026	   	
XS	GK000299606	Deutsche Bank	044	CH132392440	XS0461556960	6		5 Years EUR Express Autocallable Note linked to	Reverse Convertible	2024-26.02.29 (Exp.12.02.29) on ESTXBnk EUR P	26.02.2029	   	
XS	GK000299606	Deutsche Bank	044	CH132392442	XS0461557695	6		Capped Bonus Note linked to iShares USD Treasury	Underlying Tracker	2024-26.02.27 (Exp.12.02.27) on Treasury Bond	26.02.2027	   	
XS	GK000006108	UBS London	402	CH132400196	XS2727484037	6		JPY Equity Linked Notes due 2026	Reverse Convertible	2024-04.03.26 (Exp.25.02.26) on Equities	04.03.2026	   	
XS	GK000006108	UBS London	402	CH132400200	XS2727761210	6		4-Months HKD 9.00% (annuali zed basis) Periodic	1.5 % (pro rata) Reverse Convertible	2024-03.07.24 (Exp.28.06.24) on Alibaba Grp	03.07.2024	   	
XS	GK000006108	UBS London	402	CH132400398	XS2727507852	6		UBS 0.5-Year USD 10.00% (annualized basis) Calla	0.8333 % (10 % p.a.) on Reverse Convertible	2024-22.08.24 (Exp.20.08.24) on Equitiesble	22.08.2024	   	
XS	GK000006108	UBS London	402	CH132400641	XS2727679396	6		UBS 0.5-Year GBP 13.56% (annualized basis) Calla	1.13 % (13.56 % p.a.) Reverse Convertible	2024-21.08.24 (Exp.19.08.24) on Equitiese	21.08.2024	   	
XS	GK000006108	UBS London	402	CH132400671	XS2727670767	6		0.5-Year USD 14.00% (annualized basis) Daily Cal	1.1667 % (14 % p.a.) Reverse Convertible	2024-30.08.24 (Exp.28.08.24) on Equities	30.08.2024	   	
XS	GK000006108	UBS London	402	CH132400672	XS2727476876	6		1-Year NOK 8.00% (annualized basis) Periodic Cal	0.6667 % (8 % p.a.) Reverse Convertible	2024-06.03.25 (Exp.27.02.25) on Equities	06.03.2025	   	
XS	GK000006108	UBS London	402	CH132400673	XS2727784774	6		0.5-Year USD 14.00% (annualized basis) Daily Cal	1.1667 % (14 % p.a.) Reverse Convertible	2024-30.08.24 (Exp.28.08.24) on Equities	30.08.2024	   	
XS	GK000006108	UBS London	402	CH132400674	XS2727763851	6		0.5-Year USD 13.00% (annualized basis) Periodic	1.0833 % (13 % p.a.) Reverse Convertible	2024-29.08.24 (Exp.27.08.24) on Equities	29.08.2024	   	
